"Kim Yong Nam meets Putin, Xi, and other senior leaders in Sochi",kim-yong-nam-meets-vladimir-putin-in-sochi,"<p>Kim Yong-nam met with heads of various states and the U.N. secretary general in Sochi, Russia. Kim Yong-nam met Vladimir Putin, president of the Russian Federation, in Sochi. Kim reportedly traveled with Vice Minister of Kung Sok Ung. In addition to Putin, Kim met with Xi Jinping, United Nations Secretary-General Ban Ki-moon, Mongolian President Tsakhiagiin Elbegdork, Kazakh President Nursultan Nazarbayev and Armenian President Serzh Sargsyan.</p><p><em>*For more detailed reporting, see the NKLeadershipWatch Report linked below. </em></p>",https://nkleadershipwatch.wordpress.com/2014/02/09/kim-yong-nam-meets-with-putin/
"Kim Yong Nam pays official goodwill visits to Gabon, Gambia",kim-yong-nam-pays-official-goodwill-visits-to-gabon-gambia,,
Kim Yong Nam Visits 2010 Shanghai World Expo and Meets Chinese President Hu Jintao,kim-yong-nam-visits-2010-shanghai-world-expo-and-meets-chinese-president-hu-jintao,,
Kim Yong Nam visits Tehran ,kim-yong-nam-visits-tehran,<p>Kim Yong Nam visits Tehran to take part in the inaugural ceremony of the Iranian President Hassan Rowhani at the invitation of the government of the Islamic Republic of Iran.</p>,
Kimchaek University of Technology Delegation headed by President Hong So-hon returns home after visiting the U.S.,kimchaek-university-of-technology-delegation-headed-by-president-hong-so-hon-returns-home-after-visiting-the-u-s,,
 Kimchaek University of Technology President Hong So Hon visits China,kimchaek-university-of-technology-president-hong-so-hon-visits-china,"<p>A delegation of the Kimchaek University of Technology, headed by its President Hong So-hon, comes back home after visiting China.</p>",
Kimilsung Socialist Youth League Delegation visits Spain,kimilsung-socialist-youth-league-delegation-visits-spain,<p>A delegation of the Kim Il-sung Socialist Youth League leaves Pyongyang to take part in the second international preparatory meeting for the 18th World Festival of Youth and Students to be held in Spain.</p>,
Kimilsung Socialist Youth League Secretary Ri Yong Hwan takes part in 90th anniversary of Chinese Communist Youth League ,kimilsung-socialist-youth-league-secretary-ri-yong-hwan-takes-part-in-90th-anniversary-of-chinese-communist-youth-league,"<p>The delegation of the Kimilsung Socialist Youth League, headed by its Secretary Ri Yong-hwan, returns home from China after taking part in the events to mark the 90th founding anniversary of the Communist Youth League of China.</p>",
Korean People’s Internal Security Forces delegation lead by Col. Gen. Ri Thae-chol visits China,korean-peoples-internal-security-forces-delegation-lead-by-col-gen-ri-thae-chol-visits-china,<p>A delegation of the (North) Korean People’s Internal Security Forces led by Col. Gen. Ri Thae-chol leaves Pyongyang to visit China.</p>,
KPA Commander Ri Pyong Chol visits Russia,kpa-commander-ri-pyong-chol-visits-russia,"<p>Ri Pyong-chol, the commander of the air and anti-air forces of the KPA, leaves Pyongyang to visit Russia.</p>",
KPA Political Cadres visit China,kpa-political-cadres-visit-china,"<p>A delegation of political officials of the KPA led by Kim Jong-gak, first vice-director of the KPA General Political Bureau, visits China.</p><p>‍</p>",
KPA Vice Marshall Ri Yong Ho visits Laos,kpa-vice-marshall-ri-yong-ho-visits-laos,"<p>A high-ranking military delegation, headed by Vice Marshal of the KPA Ri Yong-ho, member of the Presidium of the Political Bureau of the WPK Central Committee and chief of the General Staff of the KPA, leaves Pyongyang to visit Laos.</p><p>‍</p><p>*Note: Ri Yong Ho is a former military officer and not the same individual as the Ri Yong Ho who serves as the DPRK's Foreign Minister (as of 2019)</p>",
Mangyongdae President Ryom Yun Hak leads delegation of school children to Beijing ,mangyongdae-president-ryom-yun-hak-leads-delegation-of-school-children-to-beijing,"<p>A delegation of schoolchildren led by Ryom Yun-hak, president of the &nbsp;Mangyongdae Schoolchildren’s Palace in Pyongyang, leaves Pyongyang to participate in a friendly meeting with international children in Beijing.</p>",
Maritime Administration Director Ko Nung-du attends 28th Assembly of the International Maritime Organization in London,maritime-administration-director-ko-nung-du-attends-28th-assembly-of-the-international-maritime-organization-in-london,<p>A delegation of the Maritime Administration of the DPRK led by Director Ko Nung-du leaves Pyongyang to attend the 28th Assembly of the International Maritime Organization to be held in London.</p>,
Minister of Electronics Industry Han Kwang Bok visits China,minister-of-electronics-industry-han-kwang-bok-visits-china,"<p>A North Korean electronics industry working delegation led by Han Kwang Bok, vice premier and concurrently minister of Electronics Industry, leaves Pyongyang to visit China.</p>",
Minister of Foreign Trade Ri Ryong Nam takes part in 7th meeting of North Korea-Syria Joint Economic Committee in Damascus ,minister-of-foreign-trade-ri-ryong-nam-takes-part-in-7th-meeting-of-north-korea-syria-joint-economic-committee-in-damascus,"<p>A North Korean government economic delegation led by Ri Ryong-nam, minister of Foreign Trade, leaves Pyongyang to take part in the 7th meeting of the North Korea-Syria Joint Economic Committee to be held in Damascus, the capital of the Middle Eastern country.</p>",
Minister of Foreign Trade Ri Ryong Nam visits Russia,minister-of-foreign-trade-ri-ryong-nam-visits-russia,"<p>Ri Ryong-nam, North Korea’s minister of foreign trade, departs for Russia.</p>",
Minister of Oil Industry Kim Hui Yong visits Russia,minister-of-oil-industry-kim-hui-yong-visits-russia,"<p>A delegation of the North Korean Ministry of Oil Industry, led by Minister Kim Hui-yong, leaves Pyongyang to visit Russia. A delegation of the North Korean Ministry of Oil Industry headed by its Minister Kim Hui-yong returns home, ending its visit to Russia that started on Sept. 13.</p>",
Minister of People's Security Ri Myong Su visits China,minister-of-peoples-security-ri-myong-su-visits-china,"<p>Talks between delegations of the North Korea’s Ministry of People’s Security and the Ministry of Public Security of China are held in Beijing. A delegation from the Ministry of People’s Security headed by Minister Ri Myong-su returns home, wrapping up its visit to China.</p>",
Minister of Physical Culture and Sports Guidance Pak Myong Chol attends opening ceremony for the 2011 Women’s World Cup in Germany,minister-of-physical-culture-and-sports-guidance-pak-myong-chol-attends-opening-ceremony-for-the-2011-womens-world-cup-in-germany,"<p>Pak Myong Chol, minister of Physical Culture and Sports Guidance, leaves Pyongyang to attend the opening ceremony for the 2011 Women’s World Cup in Germany.</p>",
"Minister of Public Health Choe Chang Sik, attends the First Global Ministerial Conference in Russia",minister-of-public-health-choe-chang-sik-attends-the-first-global-ministerial-conference-in-russia,"<p>A delegation of health officials, led by Choe Chang-sik, minister of Public Health, departs for Russia to attend the First Global Ministerial Conference.</p>",
Minister of Public Health Choe Chang Sik in Indonesia for WHO and UN events,minister-of-public-health-choe-chang-sik-in-indonesia-for-who-and-un-events,<p>Minister of Public Health Choe Chang-sik (최창식) leaves Pyongyang to take part in the 30th Meeting of Health Ministers of Southeast Asian Regional Countries of the World Health Organization (WHO) and its 65th General Assembly to be held in Indonesia.</p>,
 Minister of Public Health Choe Chang Sik leads North Korea-China Friendship Association (as chairman) to attend 50th anniversary of DPRK-China Friendship,minister-of-public-health-choe-chang-sik-leads-north-korea-china-friendship-association-as-chairman-to-attend-50th-anniversary-of-dprk-china-friendship,"<p>A delegation of the North Korea-China Friendship Association led by Choe Chang-sik, minister of Public Health and chairman of the Central Committee of the Association, leaves Pyongyang to attend celebrations of the 50th anniversary of the North Korea-China treaty at the invitation of the Chinese government.</p>",
Minister of Public Health Kang Ha-guk leaves Pyongyang to take part in the 31st meeting of health ministers of Southeast region and the 66th general meeting of the WHO in India,minister-of-public-health-kang-ha-guk-leaves-pyongyang-to-take-part-in-the-31st-meeting-of-health-ministers-of-southeast-region-and-the-66th-general-meeting-of-the-who-in-india,<p>Minister of Public Health Kang Ha-guk leaves Pyongyang to take part in the 31st meeting of health ministers of Southeast region and the 66th general meeting of the WHO to be held in New Delhi.</p>,
Minister of Railways Jon Kil Su takes part in 40th ministerial meeting of Organization of Railways Cooperation in Azerbaijan,minister-of-railways-jon-kil-su-takes-part-in-40th-ministerial-meeting-of-organization-of-railways-cooperation-in-azerbaijan,<p>A delegation of the Ministry of Railways led by Minister Jon Kil-su leaves Pyongyang to take part in the 40th ministerial meeting of the Organization of Railways Cooperation to be held in Azerbaijan.</p>,
"Minister of Railways Jon Kil-su takes part in an international seminar in Sochi, Russia",minister-of-railways-jon-kil-su-takes-part-in-an-international-seminar-in-sochi-russia,"<p>A DPRK delegation of the Ministry of Railways led by Minister Jon Kil-su leaves Pyongyang to take part in an international seminar to be held in Sochi, Russia.</p><p>*Note: Jon does not hold any known positions at present.</p>",
Ministry of Oil Industry takes part in 18th international oil and gas exhibition in Tehran,ministry-of-oil-industry-takes-part-in-18th-international-oil-and-gas-exhibition-in-tehran,"<p>A delegation of the international exhibition of the Ministry of Oil Industry leaves Pyongyang to take part in the 18th international exhibition of oil, gas, and refined and petro-chemical goods to be held in Tehran.</p>",
Ministry of People's Security Department Director Ri Song Chol in China,ministry-of-peoples-security-department-director-ri-song-chol-in-china,<p>A delegation of the Ministry of People’s Security headed by Councilor and Department Director Ri Song-chol leaves Pyongyang to visit China.</p>,
Ministry of Physical Culture and Sports Vice Minister Son Kwang-ho visits China,ministry-of-physical-culture-and-sports-vice-minister-son-kwang-ho-visits-china,<p>A delegation of the Ministry of Physical Culture and Sports headed by Vice Minister Son Kwang-ho leaves Pyongyang to visit China.</p>,
 North Hwanghae Province People's Committee Chairman Ri Won Il visits CHina,north-hwanghae-province-peoples-committee-chairman-ri-won-il-visits-china,"<p>A friendly delegation of North Hwanghae Province headed by Ri Won-il, chairman of the Provincial People’s Committee, departs for China</p>",
 North Korea-Vietnam Friendship Association to Vietnam,north-korea-vietnam-friendship-association-to-vietnam,<p>A delegation of the North Korea-Vietnam Friendship Association leaves Pyongyang for Vietnam to attend commemorations of the 100th birthday of the late North Korean founder Kim Il-sung and the 70th birthday of the late Kim Jong-il</p>,
North Korean Olympic Committee Vice Chairman and vice minister of Physical Culture and Sports Son Kwang Ho participates in the 30th meeting of the Asian Olympic Council in Tokyo,north-korean-olympic-committee-vice-chairman-and-vice-minister-of-physical-culture-and-sports-son-kwang-ho-participates-in-the-30th-meeting-of-the-asian-olympic-council-in-tokyo,"<p>A delegation of the North Korean Olympic Committee led by its Vice Chairman Son Kwang-ho, vice minister of Physical Culture and Sports, leaves Pyongyang to participate in the 30th meeting of the Asian Olympic Council to be held in Tokyo.</p>",
North Korean Red Cross Deputy Head Paek Yong Ho visits China ,north-korean-red-cross-deputy-head-paek-yong-ho-visits-china,"<p>A North Korean Red Cross delegation, headed by deputy head Paek Yongho, leaves for China.</p>",
"Pak Jae Gyong, vice minister of the People’s Armed Forces, embarks on a tour of Vietnam, Laos and Cambodia",pak-jae-gyong-vice-minister-of-the-peoples-armed-forces-embarks-on-a-tour-of-vietnam-laos-and-cambodia,"<p>A delegation of the (North) Korean People’s Army headed by Pak Jae Gyong, [former] vice minister of the People’s Armed Forces, embarks on a tour of Vietnam, Laos and Cambodia.</p>",
Pak Myong-chol visits Russia,pak-myong-chol-visits-russia,<p>An SPA delegation led by Pak Myong-chol leaves Pyongyang to visit Russia.</p><p>‍</p>,
Pak Ui Chun leaves Pyongyang visits several countries in Africa,pak-ui-chun-leaves-pyongyang-visits-several-countries-in-africa,<p>Pak Ui Chun leaves Pyongyang to visit several countries in Africa.</p>,
"Phibada Opera Troupe led by Han Chol, vice minister of Culture, leaves for China to stage the opera “The Dream of the Red Chamber.”",phibada-opera-troupe-led-by-han-chol-vice-minister-of-culture-leaves-for-china-to-stage-the-opera-the-dream-of-the-red-chamber,,
Posts and Telecommunications Minister Sim Chol-ho participates in Asia-Pacific Summit and the 2013 World Telecom Exhibition in Bangkok,posts-and-telecommunications-minister-sim-chol-ho-participates-in-asia-pacific-summit-and-the-2013-world-telecom-exhibition-in-bangkok,"<p>A delegation of the Ministry of Posts and Telecommunications headed by Minister Sim Chol-ho leaves Pyongyang to participate in the Asia-Pacific Summit and the 2013 World Telecom Exhibition to be held in Bangkok, Thailand.</p><p>‍</p><p>*Note: Sim has since been replaced by Kim Kwang Chol as Minister of Post and Telecommunications </p>",
President of the International Taekwondo Federation Jang Ung visits Japan ,president-of-the-international-taekwondo-federation-jang-ung-visits-japan,"<p>Jang Ung, president of the International Taekwondo Federation, returns home, winding up his visit to Japan that started July 13.</p>",
Railways Minister Jon Kil Su at 42nd ministerial meeting of the Organization of Railways Cooperation in Lithuania,railways-minister-jon-kil-su-at-42nd-ministerial-meeting-of-the-organization-of-railways-cooperation-in-lithuania,<p>A delegation of the Ministry of Railways headed by Minister Jon Kil-su leaves Pyongyang to take part in the 42nd ministerial meeting of the Organization of Railways Cooperation in Lithuania.</p><p>*Note: Jon does not hold any known positions at present.</p><p>‍</p>,
Red Cross Vice Chairman Paek Yong Ho visits Iran,red-cross-vice-chairman-paek-yong-ho-visits-iran,<p>A delegation of the Red Cross Society led by Vice Chairman of its Central Committee Paek Yong-ho leaves Pyongyang to visit Iran.</p>,
Ri Chang Gun participates in the 9th Congress of the Workers’ Party of Banglades,ri-chang-gun-participates-in-the-9th-congress-of-the-workers-party-of-banglades,"<p>A WPK delegation led by Ri Chang-gun, vice department director of the WPK’s Central Committee, leaves Pyongyang to participate in the 9th Congress of the Workers’ Party of Bangladesh.</p>",
 Ri Kon Ho State General Bureau of Tourism deputy director general visits China,ri-kon-ho-state-general-bureau-of-tourism-deputy-director-general-visits-china,"<p>A North Korean friendship delegation, led by Ri Kon-ho, deputy director general of the State General Bureau of Tourism, leaves for China.</p>",
Ri Su Yong holds talks with his Russian counterpart Sergei Lavrov,ri-su-yong-holds-talks-with-his-russian-counterpart-sergei-lavrov,<p>North Korean Foreign Minister Ri Su-yong holds talks with his Russian counterpart Sergei Lavrov in Moscow.</p><p>‍</p>,
 Ri Su Yong in Iran for the 53rd meeting of the Asian-African Legal Consultative Organization,ri-su-yong-in-iran-for-the-53rd-meeting-of-the-asian-african-legal-consultative-organization,<p>Foreign Minister Ri Su-yong leaves Pyongyang to take part in the 53rd meeting of the Asian-African Legal Consultative Organization to be held in Iran and pay an official goodwill visit to Iran. Talks between North Korean Foreign Minister Ri Su-yong and his Iranian counterpart Mohammad Javad Zarif were held at the Iranian Foreign Ministry</p><p>‍</p>,
Ri Su Yong meets Mozambique Foreign Minister,ri-su-yong-meets-mozambique-foreign-minister,"<p>Ri Su-yong, minister of Foreign Affairs of the DPRK, and Oldemiro Baloi, minister of Foreign Affairs and Cooperation of Mozambique, held talks at the Mozambique ministry on June 11.</p>",
Ri Yong Chol takes part in 15th Congress of Communist Party of the Russian Federation,ri-yong-chol-takes-part-in-15th-congress-of-communist-party-of-the-russian-federation,"<p>A delegation of the WPK led by Ri Yong-chol, the vice department director of the WPK Central Committee, come back home after taking part in the 15th Congress of the Communist Party of the Russian Federation.</p>",
Rodong Sinmun Vice Editor-in-Chief Kim Won Sok visits China,rodong-sinmun-vice-editor-in-chief-kim-won-sok-visits-china,<p>The delegation of Rodong Sinmun led by its Vice Editor-in-Chief Kim Won-sok leaves Pyongyang for China.</p>,
South Phyongan Provincial Committee Chairman An Kuk Thae visits Amur Region of Russia,south-phyongan-provincial-committee-chairman-an-kuk-thae-visits-amur-region-of-russia,"<p>A friendship delegation led by An Kuk-thae, chairman of the South Phyongan Provincial Committee, leaves Pyongyang to visit the Amur Region of Russia.</p>",
SPA Delegation Leaves to Iran,spa-delegation-leaves-to-iran,<p>A delegation of the Supreme People's Assembly (SPA) of the DPRK headed by Vice-Chairman Pak Chol Min left here on Saturday to visit Iran.</p>,
SPA Delegation led by Vice Chairman Kim Wan-su attends the 4th Session of the Asian Parliamentary Assembly in Indonesia,spa-delegation-led-by-vice-chairman-kim-wan-su-attends-the-4th-session-of-the-asian-parliamentary-assembly-in-indonesia,<p>A delegation of the SPA led by its Vice Chairman Kim Wan-su leaves Pyongyang to attend the 4th Session of the Asian Parliamentary Assembly to be held in Indonesia.</p><p>‍</p>,
SPA Delegation to Russia,spa-delegation-to-russia,"<h5>SPA Delegation Back Home</h5><p><em>Oct. 26, 2019</em></p><p><em>Rodong Sinmun</em></p><p>A delegation of the Supreme People's Assembly (SPA) led by Chairman Pak Thae Song returned home on Friday after visiting Russia.</p><p>‍</p>",
SPA Deputy Kim Song-hui participates in meeting of female lawmakers in Northeast Asian countries in Mongolia,spa-deputy-kim-song-hui-participates-in-meeting-of-female-lawmakers-in-northeast-asian-countries-in-mongolia,<p>A delegation of the SPA headed by its Deputy Kim Song-hui leaves Pyongyang to participate in the meeting of female lawmakers in Northeast Asian countries to be held in Mongolia.</p>,
SPA Vice Chairman Hon Song Ok at 126th Conference of Inter-Parliamentary Union in Uganda ,spa-vice-chairman-hon-song-ok-at-126th-conference-of-inter-parliamentary-union-in-uganda,"<p>A SPA delegation, led by Vice Chairman Hong Son-ok, leaves Pyongyang to take part in the 126th Conference of the Inter-Parliamentary Union to be held in Uganda.</p>",
State Academy of Sciences Vice President Ri Chol Jin takes part in 12th World Conference of Academies of Sciences of Developing Countries in China,state-academy-of-sciences-vice-president-ri-chol-jin-takes-part-in-12th-world-conference-of-academies-of-sciences-of-developing-countries-in-china,<p>A delegation from the State Academy of Sciences led by Vice President Ri Chol-jin (리철진) leaves Pyongyang to take part in the 12th World Conference of Academies of Sciences of Developing Countries to be held in China.</p>,
State Academy of Sciences Vice President Ri Song U visits China,state-academy-of-sciences-vice-president-ri-song-u-visits-china,<p>A delegation of the North Korean State Academy of Sciences led by its Vice President Ri Song-uk returns home after visiting China.</p>,
State Bureau of Tourism General Director Kim To Jun visits Mongolia,state-bureau-of-tourism-general-director-kim-to-jun-visits-mongolia,<p>A delegation of the State General Bureau of Tourism headed by its General Director Kim To-jun leaves Pyongyang to visit Mongolia.</p>,
State Commission of Quality Control Chairman Choe Kwang Rae visits Vietnam and China,state-commission-of-quality-control-chairman-choe-kwang-rae-visits-vietnam-and-china,"<p>A delegation of the State Commission of Quality Control headed by Chairman Choe Kwang-rae leaves Pyongyang for Vietnam and China.</p><p>‍</p><p>*NOTE: Choe has since been replaced and holds no other known positions. Given the time of his removal, which coincided both with a general leadership change and reorientation of economic strategy, it is unlikely Choe is still a member of the government. </p><p>‍</p>",
State General Bureau of Tourism General Director Kim To-jun leaves for China,state-general-bureau-of-tourism-general-director-kim-to-jun-leaves-for-china,"<p>A delegation of the State General Bureau of Tourism, led by General Director Kim To-jun, leaves for China.</p>",
State Maritime Supervision Bureau attends the 26th general assembly of the International Maritime Organization to be held in Britain,state-maritime-supervision-bureau-attends-the-26th-general-assembly-of-the-international-maritime-organization-to-be-held-in-britain,,
Supreme Public Prosecutors Office  First-vice Director Ri Chol visits China,supreme-public-prosecutors-office-first-vice-director-ri-chol-visits-china,<p>A delegation of the Supreme Public Prosecutors Office headed by First-vice Director Ri Chol leaves Pyongyang to visit China.</p>,
Talks between Health Ministers of DPRK and Cuba Held,talks-between-health-ministers-of-dprk-and-cuba-held,<p>Talks between Minister of Public Health O Chun Bok who is on a visit to Cuba as the head of a DPRK public health delegation and Cuban Minister of Health Jose Angel Portal Miranda were held on Nov. 26. At the talks both sides discussed the issues of further boosting exchange and cooperation between the two countries in the field of public health. Present there from the DPRK side were members of the delegation and the DPRK ambassador to Cuba and from the Cuban side a vice-minister of Health and other officials concerned. Inked at the end of the talks was a memorandum of understanding between the DPRK Ministry of Public Health and the Cuban Ministry of Health in the field of health and medicine.</p><p><br></p>,
 Union of Agricultural Workers of (North) Korea Chairman Ri Myong Gil and Deputy Editor-in-Chief of Minju Choseon Delegation led by Journalist Union of Korea visit China,union-of-agricultural-workers-of-north-korea-chairman-ri-myong-gil-and-deputy-editor-in-chief-of-minju-choseon-delegation-led-by-journalist-union-of-korea-visit-china,"<p>A delegation of the Union of Agricultural Workers of (North) Korea led by Ri Myong-gil, chairman of its Central Committee, and a separate delegation of the Journalists Union of (North) Korea led by Sin Sung-ho, deputy editor-inchief of the Minju Joson, leaves for China.</p>",
Union of Agricultural Workers Vice Chairman Kil Sang Bong attends 3rd meeting of International Union of Agricultural and Foodstuff Workers in France,union-of-agricultural-workers-vice-chairman-kil-sang-bong-attends-3rd-meeting-of-international-union-of-agricultural-and-foodstuff-workers-in-france,"<p>A delegation led by Kil Sang-bong, vice chairman of the Central Committee of the Union of Agricultural Workers of (North) Korea, leaves for France to attend the third meeting of the International Union of Agricultural and Foodstuff Workers.</p>",
Union of Architects of Korea Vice Chairman Sim Yong Hak visits Mongolia,union-of-architects-of-korea-vice-chairman-sim-yong-hak-visits-mongolia,<p>A delegation of the Union of Architects of (North) Korea led by its Vice Chairman Sim Yong-hak leaves Pyongyang to visit Mongolia.</p>,
Vice-Chairman An Tong-chun leaves Pyongyang to attend the third Inter-Parliamentary Forum,vice-chairman-an-tong-chun-leaves-pyongyang-to-attend-the-third-inter-parliamentary-forum,<p>A delegation of the Supreme People s Assembly headed by Vice-Chairman An Tong-chun leaves Pyongyang to attend the third Inter-Parliamentary Forum to be held in Moscow.</p>,
Vice Chairman Jong Tong Hak and WPK Information Committee Visit Singapore and Qatar,vice-chairman-jong-tong-hak-and-wpk-information-committee-visit-singapore-and-qatar,<p>A delegation of the Information Committee of the DPRK led by Vice Chairman Jong Tong-hak leaves Pyongyang to visit Singapore and Qatar.</p>,
 Vice-chairman Kim Wan Su takes part in the Sixth Asian Parliamentary Assembly in Pakistan,vice-chairman-kim-wan-su-takes-part-in-the-sixth-asian-parliamentary-assembly-in-pakistan,"<p>A delegation of the SPA headed by Vice-chairman Kim Wan-su leaves Pyongyang to take part in the Sixth Asian Parliamentary Assembly to be held in Pakistan.</p><p>Kim delivered the following address: </p><p><em>""All of us should be proud of the fact that the people of Asian countries take upon themselves their destiny and demonstrate the enormous potential of the Asian continent before the world. The reality requires the Asian countries to unite and overcome all challenges by promoting justice and enhancing solidarity based on independence as well as cooperation. The Korean people today are engaged in an all-out campaign to build a thriving socialist nation, economic growth and improvement of people’s living standard."" (</em><strong>See the additional media resources for the Assembly's official report)</strong></p><p>Kim was accompanied by: </p><p>Hon. Kim Kyong Ho, Member [SPA]</p><p>Hon. Hyon Jong Ung, Member [SPA]</p><p>Hon. Kim Hak Song, Member [SPA]</p><p>Jon chang Su, Researcher, M/o Foreign Affairs</p>",http://www.asianparliament.org/uploads/Documents/Plenary/2013/Report%20of%20the%206%20APA%20Plenary-Pakistan-2013.pdf
Vice Chairman of Korean Committee for Cultural Relations with Foreign Countries Vice Chairman So Ho Won,vice-chairman-of-korean-committee-for-cultural-relations-with-foreign-countries-vice-chairman-so-ho-won,"<p>A delegation from the DPRK-Russia Friendship Association led by So Ho-won (서호원), vice chairman of the (North) Korean Committee for Cultural Relations with Foreign Countries, and a delegation from the General Bureau of Diplomatic Corps Affairs led by Deputy General Director Han Yong-bok (한영복) leave Pyongyang to visit the Amur Region of the Russian Federation.</p>",
"Vice Foreign Minister Kim Hyong-jun holds talks with Fidel Castro Ruz, firstsecretary of the Central Committee of the Communist Party of Cuba, in Cuba",vice-foreign-minister-kim-hyong-jun-holds-talks-with-fidel-castro-ruz-firstsecretary-of-the-central-committee-of-the-communist-party-of-cuba-in-cuba,,
"Vice Foreign Minister Kim Hyong Jun visits ""some Latin American countries""",vice-foreign-minister-kim-hyong-jun-visits-some-latin-american-countries,<p>A North Korean Foreign Ministry Delegation headed by Vice Minister Kim Hyong Jun leaves Pyongyang to visit some Latin American countries. A delegation from the Foreign Ministry led by its Vice Minister Kim Hyongjun returns home after visiting some Latin American countries.</p>,
Vice Foreign Minister Kim Song Gi visits China,vice-foreign-minister-kim-song-gi-visits-china,<p>A Foreign Ministry delegation headed by Vice Minister Kim Song-gi returns home after visiting China.</p>,
Vice Foreign Minister Pak Kil Yon takes aprt in 67th UN General Assembly,vice-foreign-minister-pak-kil-yon-takes-aprt-in-67th-un-general-assembly,<p>A delegation headed by Vice Foreign Minister Pak Kil-yon leaves Pyongyang for New York to take part in the 67th UN General Assembly.</p>,
Vice Foreign Minister Ri Kil Song Meet's Chinese FM Wang Yi,vice-foreign-minister-ri-kil-song-meets-chinese-fm-wang-yi,"<p>According to the Chinees Foreign Ministry: </p><p><em>""At the invitation of the Chinese Foreign Ministry, Vice Foreign Minister Ri Kil Song of the DPRK will visit China from 28 February to 4 March. Foreign Minister Wang Yi will meet with Vice Foreign Minister Ri Kil Song. Vice Foreign Minister Liu Zhenmin and Assistant Foreign Minister Kong Xuanyou will hold talks with him. The two sides will exchange views on China-DPRK relations and international and regional issues of mutual interest</em>."" [1]</p><p>According to reporting on the Chinese language official statements by Shannon Tiezzi at The Diplomat:</p><p><em>China’s Foreign Ministry released a read-out of a meeting between Wang and Ri in which both officials stressed the “friendship” between China and North Korea. There was little else said of substance, however, although Wang did repeat China’s normal talking points about “Korean Peninsula issues.” Wang said China hopes that “all relevant parties” will work together to “resolve challenges [and] control the situation.” Notably, Wang said China hopes all parties will “put forth new efforts toward achieving the goals of denuclearizing the [Korean] peninsula and constructing a peace mechanism for the peninsula.” </em>[2]</p><p>‍</p><h5>Sources</h5><p>[1] Chinese Foreign Ministry statements, PDF archives available at https://drive.google.com/file/d/1UD58sHCJc8NW5i0zVpdhnAnvPNrBAnsp/view?usp=sharing and https://drive.google.com/file/d/1gy1wHpxb9P4d6L9g_0fBuWZL3zGKdBE2/view?usp=sharing</p><p>[2] The Diplomat, ""What Tensions? ‘Friendship’ on Display as North Korean Official Visits China"" 3/3/2017. </p>",https://thediplomat.com/2017/03/what-tensions-friendship-on-display-as-north-korean-official-visits-china/
Vice Foreign Ministry Minister Kung Sok Ung in Russia,vice-foreign-ministry-minister-kung-sok-ung-in-russia,<p>A delegation of the Foreign Ministry led by Vice Minister Kung Sok-ung leaves Pyongyang for Russia.</p>,
Vice Foreign Minsiter Kim Kye Gwan attends high-level talks with US in Beijing,vice-foreign-minsiter-kim-kye-gwan-attends-high-level-talks-with-us-in-beijing,"<p>A delegation led by Kim Kye-gwan, first-vice minister of Foreign Affairs, leaves Pyongyang to attend North Korea-U.S. high-level talks to be held in Beijing.</p>",
Vice Foreign Ri Kil Song Minister to Iran,vice-foreign-ri-kil-song-minister-to-iran,<p>A delegation of the DPRK Foreign Ministry led by Vice-Minister Ri Kil-song leaves Pyongyang to visit Iran.</p>,
Vice Foreign Trade Minister So Kil Bok attends several economic events in China,vice-foreign-trade-minister-so-kil-bok-attends-several-economic-events-in-china,"<p>So Kil-bok (서길복), vice minister of foreign trade, leaves Pyongyang for Changchun, China, to attend the eighth Jilin Northeast Asia trade-investment fair and the sixth high-level talks on Northeast Asia economic trade joint venture.</p>",
Vice Minister of Electric Power Industry Kim Yong-chol attends joint-flood alleviation talks with China,vice-minister-of-electric-power-industry-kim-yong-chol-attends-joint-flood-alleviation-talks-with-china,"<p>A delegation led by Vice Minister of Electric Power Industry Kim Yong-chol (김영철), president of the DPRK side of the board of directors of the DPRK-China Hydroelectric Power Company, leaves Pyongyang to take part in a ceremony for the completion of facilities to prevent flood damage of the Suphung Power Station to be held in China.</p>",
Vice Minister of Finance Ki Kwang Ho visits Russia,vice-minister-of-finance-ki-kwang-ho-visits-russia,<p>A delegation of the Ministry of Finance headed by Vice Minister Ki Kwang Ho leaves Pyongyang for Russia</p>,
Vice Minister of Fisheries Kang Yong Chol takes part in 26th meeting of Russia-DPRK Joint Fisheries Committee in Russia,vice-minister-of-fisheries-kang-yong-chol-takes-part-in-26th-meeting-of-russia-dprk-joint-fisheries-committee-in-russia,"<p>A delegation of the DPRK-Russia Joint Fisheries Committee headed by Vice Minister of Fisheries Kang Yong-chol departs Pyongyang to take part in the 26th meeting of the committee to be held in Russia.</p><p>‍</p><p>*Note: Kang was made Minister of fisheries in 2015 and replaced in 2017. He is currently (based off of last announced membership rosters, per the MOU) an alternate member of the WPK Central Committee</p>",
Vice Minister of Foreign Affairs Kim Song Gi attends 50th meeting of Asian-African Legal Consultative Organization in Sri Lanka,vice-minister-of-foreign-affairs-kim-song-gi-attends-50th-meeting-of-asian-african-legal-consultative-organization-in-sri-lanka,"<p>A delegation led by Kim Song-gi, vice minister of Foreign Affairs, leaves &nbsp;Pyongyang to attend the 50th meeting of the Asian-African Legal Consultative Organization in Sri Lanka.</p>",
